ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,4,2023-11-19,Manhattan,@,St. John's (NY),REG (Non-Conf),L 47-67,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Alyssa Costigan,https://www.sports-reference.com/cbb/players/alyssa-costigan-1.html,manhattan,2023-24
2,2,8,2023-12-16,Manhattan,,Rider,REG (Conf),W 73-39,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.8,Alyssa Costigan,https://www.sports-reference.com/cbb/players/alyssa-costigan-1.html,manhattan,2023-24
3,3,9,2023-12-18,Manhattan,@,Fairfield,REG (Conf),L 58-82,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Alyssa Costigan,https://www.sports-reference.com/cbb/players/alyssa-costigan-1.html,manhattan,2023-24
4,4,15,2024-01-18,Manhattan,@,Niagara,REG (Conf),W 64-53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Alyssa Costigan,https://www.sports-reference.com/cbb/players/alyssa-costigan-1.html,manhattan,2023-24
5,5,19,2024-02-01,Manhattan,@,Siena,REG (Conf),L 51-74,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Alyssa Costigan,https://www.sports-reference.com/cbb/players/alyssa-costigan-1.html,manhattan,2023-24
6,6,23,2024-02-15,Manhattan,@,Saint Peter's,REG (Conf),L 55-61,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,Alyssa Costigan,https://www.sports-reference.com/cbb/players/alyssa-costigan-1.html,manhattan,2023-24
7,7,27,2024-03-02,Manhattan,,Fairfield,REG (Conf),L 53-77,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Alyssa Costigan,https://www.sports-reference.com/cbb/players/alyssa-costigan-1.html,manhattan,2023-24
