ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2023-11-07,VCU,,Hofstra,REG (Non-Conf),W 72-44,,17,2,4,.500,2,3,.667,0,1,.000,.750,0,0,0,1,1,1,1,0,0,0,6,6.0,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
2,2,2,2023-11-10,VCU,@,William & Mary,REG (Non-Conf),W 70-54,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
3,3,3,2023-11-14,VCU,,East Carolina,REG (Non-Conf),W 55-50,,5,0,1,.000,0,1,.000,0,0,,.000,0,0,1,0,1,0,1,0,0,1,0,0.6,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
4,4,4,2023-11-19,VCU,@,James Madison,REG (Non-Conf),L 65-78,,8,1,3,.333,1,3,.333,0,0,,.500,0,0,0,0,0,0,0,0,0,0,3,1.3,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
5,5,5,2023-11-23,VCU,N,St. John's (NY),REG (Non-Conf),W 56-51,,10,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
6,6,6,2023-11-24,VCU,N,Sacred Heart,REG (Non-Conf),W 76-62,,8,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,0,0,1,0,0,1,1,3,2.0,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
7,7,7,2023-11-25,VCU,N,P.R.–Mayaguez,REG (Non-Conf),W 69-30,,17,1,3,.333,0,2,.000,1,1,1.000,.333,0,0,0,3,3,1,2,0,1,1,2,2.5,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
8,8,8,2023-12-02,VCU,,Charlotte,REG (Non-Conf),W 57-49,,4,0,3,.000,0,2,.000,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-2.1,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
9,9,9,2023-12-05,VCU,,Le Moyne,REG (Non-Conf),W 55-32,,13,0,0,,0,0,,0,0,,,0,0,1,1,2,1,0,0,1,3,0,-0.5,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
10,10,12,2023-12-20,VCU,,Maryland Eastern Shore,REG (Non-Conf),W 59-36,,13,0,0,,0,0,,0,0,,,0,0,0,1,1,2,0,0,0,1,0,1.3,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
11,11,13,2023-12-30,VCU,,Massachusetts,REG (Conf),W 65-45,,6,0,2,.000,0,2,.000,0,0,,.000,0,0,1,1,2,0,0,0,0,3,0,-1.6,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
12,12,14,2024-01-03,VCU,@,Richmond,REG (Conf),L 65-72,,5,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,0,0,3,1,0,1,2,0,-0.1,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
13,13,16,2024-01-10,VCU,,Fordham,REG (Conf),W 57-54,,8,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
14,14,17,2024-01-13,VCU,@,Loyola Chicago,REG (Conf),W 52-36,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
15,15,20,2024-01-28,VCU,@,George Mason,REG (Conf),L 47-60,,4,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
16,16,22,2024-02-04,VCU,,George Washington,REG (Conf),W 71-51,,8,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,0,0,1,1,0,1,0,3,3.4,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
17,17,23,2024-02-07,VCU,@,Saint Louis,REG (Conf),W 76-67,,2,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,2,0,0,-2.4,Natalia Tondi,https://www.sports-reference.com/cbb/players/natalia-tondi-1.html,virginia-commonwealth,2023-24
