ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,3,2023-11-17,Quinnipiac,,Vermont,REG (Non-Conf),L 53-58,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
2,2,4,2023-11-25,Quinnipiac,@,Navy,REG (Non-Conf),L 62-75,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
3,3,6,2023-11-30,Quinnipiac,@,Rhode Island,REG (Non-Conf),W 61-59,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
4,4,9,2023-12-18,Quinnipiac,@,Rider,REG (Conf),W 60-57,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
5,5,10,2023-12-30,Quinnipiac,@,Yale,REG (Non-Conf),L 48-72,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
6,6,15,2024-01-18,Quinnipiac,@,Canisius,REG (Conf),L 58-69,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1.0,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
7,7,16,2024-01-20,Quinnipiac,@,Niagara,REG (Conf),L 78-86 (OT),,2,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
8,8,18,2024-01-27,Quinnipiac,,Siena,REG (Conf),L 60-78,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
9,9,21,2024-02-08,Quinnipiac,@,Saint Peter's,REG (Conf),W 46-40,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
10,10,24,2024-02-17,Quinnipiac,@,Manhattan,REG (Conf),L 66-72 (OT),,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
11,11,25,2024-02-22,Quinnipiac,,Niagara,REG (Conf),L 60-66 (OT),,3,1,2,.500,0,0,1,2,.500,.500,0,0,1,0,1,0,0,1,0,0,2,2.4,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
12,12,26,2024-02-24,Quinnipiac,,Canisius,REG (Conf),L 53-69,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
13,13,27,2024-02-29,Quinnipiac,@,Fairfield,REG (Conf),L 46-64,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Khadijah Tungo,https://www.sports-reference.com/cbb/players/khadijah-tungo-1.html,quinnipiac,2023-24
