ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,43,1,2023-11-06,Quinnipiac,,Maine,REG (Non-Conf),W 70-57,,11,0,0,,0,0,,0,0,,,0,0,0,1,1,1,0,0,0,0,0,1.0,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
2,44,2,2023-11-12,Quinnipiac,@,Harvard,REG (Non-Conf),L 41-85,,8,0,4,.000,0,3,.000,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-2.5,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
3,45,3,2023-11-17,Quinnipiac,,Vermont,REG (Non-Conf),L 53-58,,6,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
4,46,4,2023-11-25,Quinnipiac,@,Navy,REG (Non-Conf),L 62-75,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
5,47,18,2024-01-27,Quinnipiac,,Siena,REG (Conf),L 60-78,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
6,48,19,2024-02-01,Quinnipiac,@,Marist,REG (Conf),W 64-62 (OT),,25,2,5,.400,2,4,.500,0,1,.000,.600,0,0,0,2,2,0,1,0,0,1,6,4.5,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
7,49,20,2024-02-03,Quinnipiac,,Rider,REG (Conf),W 65-54,,15,0,1,.000,0,1,.000,0,0,,.000,0,0,1,1,2,1,0,0,0,0,0,1.0,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
8,50,21,2024-02-08,Quinnipiac,@,Saint Peter's,REG (Conf),W 46-40,,15,0,2,.000,0,2,.000,0,0,,.000,0,0,0,3,3,1,1,0,1,1,0,-0.2,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
9,51,22,2024-02-10,Quinnipiac,@,Siena,REG (Conf),L 55-74,,10,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,1,0,0,2,0,0,-2.0,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
10,52,24,2024-02-17,Quinnipiac,@,Manhattan,REG (Conf),L 66-72 (OT),,4,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
11,53,25,2024-02-22,Quinnipiac,,Niagara,REG (Conf),L 60-66 (OT),,4,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
12,54,26,2024-02-24,Quinnipiac,,Canisius,REG (Conf),L 53-69,,18,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,2,0,0,0,2,0,0.2,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
13,55,27,2024-02-29,Quinnipiac,@,Fairfield,REG (Conf),L 46-64,,8,1,3,.333,1,1,1.000,0,2,.000,.500,0,0,0,0,0,0,0,0,0,0,3,1.3,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
14,56,29,2024-03-09,Quinnipiac,,Marist,REG (Conf),W 51-42,,11,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,1,0,0,1,0,0,-0.7,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
15,57,30,2024-03-12,Quinnipiac,N,Saint Peter's,CTOURN,W 68-63 (OT),,4,0,1,.000,0,1,.000,0,0,,.000,0,0,1,0,1,0,1,0,0,0,0,1.0,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
16,58,31,2024-03-13,Quinnipiac,N,Niagara,CTOURN,L 56-70,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Jillian Casey,https://www.sports-reference.com/cbb/players/jillian-casey-1.html,quinnipiac,2023-24
