ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,3,2021-11-17,Fresno State,,Cal St Stanislaus,REG (Non-Conf),W 88-71,,4,0,1,.000,0,0,,0,1,.000,.000,0,0,0,1,1,0,0,0,0,1,0,-0.8,Sydney Dethman,https://www.sports-reference.com/cbb/players/sydney-dethman-1.html,fresno-state,2021-22
2,2,4,2021-11-23,Fresno State,,Cal State Northridge,REG (Non-Conf),L 75-81,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sydney Dethman,https://www.sports-reference.com/cbb/players/sydney-dethman-1.html,fresno-state,2021-22
3,3,6,2021-11-27,Fresno State,,Drexel,REG (Non-Conf),L 46-63,,2,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Sydney Dethman,https://www.sports-reference.com/cbb/players/sydney-dethman-1.html,fresno-state,2021-22
4,4,9,2021-12-11,Fresno State,@,Cal State Bakersfield,REG (Non-Conf),W 77-64,,7,0,1,.000,0,1,.000,0,0,,.000,0,0,0,2,2,1,0,0,0,1,0,0.2,Sydney Dethman,https://www.sports-reference.com/cbb/players/sydney-dethman-1.html,fresno-state,2021-22
5,5,10,2021-12-18,Fresno State,,UC Merced,REG (Non-Conf),W 81-29,,9,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,3,3,2,0,0,1,0,3,4.0,Sydney Dethman,https://www.sports-reference.com/cbb/players/sydney-dethman-1.html,fresno-state,2021-22
6,6,13,2021-12-31,Fresno State,,San Diego State,REG (Conf),W 73-67,,16,1,5,.200,1,3,.333,0,2,.000,.300,0,0,1,2,3,0,0,0,0,0,3,1.2,Sydney Dethman,https://www.sports-reference.com/cbb/players/sydney-dethman-1.html,fresno-state,2021-22
7,7,14,2022-01-13,Fresno State,@,San Jose State,REG (Conf),W 78-57,,4,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Sydney Dethman,https://www.sports-reference.com/cbb/players/sydney-dethman-1.html,fresno-state,2021-22
8,8,15,2022-01-15,Fresno State,,San Jose State,REG (Conf),W 87-74,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Sydney Dethman,https://www.sports-reference.com/cbb/players/sydney-dethman-1.html,fresno-state,2021-22
9,9,16,2022-01-19,Fresno State,@,Air Force,REG (Conf),L 57-66,,3,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,1,1,0,0,0,0,0,3,3.0,Sydney Dethman,https://www.sports-reference.com/cbb/players/sydney-dethman-1.html,fresno-state,2021-22
10,10,17,2022-01-22,Fresno State,@,New Mexico,REG (Conf),L 74-80,,8,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,1,0,-0.1,Sydney Dethman,https://www.sports-reference.com/cbb/players/sydney-dethman-1.html,fresno-state,2021-22
