ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,56,1,2023-11-06,Little Rock,,Missouri State,REG (Non-Conf),L 47-52,,29,0,3,.000,0,0,0,3,.000,.000,2,2,1.000,0,6,6,0,0,0,0,3,2,0.5,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
2,57,4,2023-11-19,Little Rock,,Alabama,REG (Non-Conf),L 39-63,*,13,1,3,.333,0,0,1,3,.333,.333,0,0,,1,1,2,0,0,0,1,3,2,-0.9,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
3,58,5,2023-11-25,Little Rock,@,Ole Miss,REG (Non-Conf),L 45-58,*,4,0,0,,0,0,0,0,,,0,0,,0,0,0,0,2,1,0,0,0,2.7,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
4,59,6,2023-12-02,Little Rock,,Central Arkansas,REG (Non-Conf),L 58-63,,11,4,6,.667,0,0,4,6,.667,.667,1,2,.500,3,0,3,0,0,1,0,4,9,7.2,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
5,60,7,2023-12-10,Little Rock,,Auburn,REG (Non-Conf),L 45-58,*,16,2,4,.500,0,0,2,4,.500,.500,0,0,,0,2,2,0,0,0,2,2,4,-0.2,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
6,61,8,2023-12-14,Little Rock,@,Murray State,REG (Non-Conf),L 79-98,,8,2,2,1.000,0,0,2,2,1.000,1.000,0,0,,1,0,1,1,0,1,0,2,4,4.7,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
7,62,9,2023-12-17,Little Rock,@,Arkansas State,REG (Non-Conf),L 59-74,,2,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,1,1,0,-1.1,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
8,63,11,2023-12-21,Little Rock,N,Duquesne,REG (Non-Conf),W 63-52,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
9,64,13,2023-12-30,Little Rock,@,Tennessee State,REG (Conf),L 78-83 (OT),,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,1,0,0,0,0.7,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
10,65,15,2024-01-06,Little Rock,,Eastern Illinois,REG (Conf),W 53-49,,20,0,2,.000,0,0,0,2,.000,.000,0,0,,2,2,4,0,0,0,1,3,0,-1.6,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
11,66,17,2024-01-18,Little Rock,@,Southern Indiana,REG (Conf),L 48-58,,18,1,1,1.000,0,0,1,1,1.000,1.000,2,2,1.000,3,3,6,0,1,2,1,1,4,7.7,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
12,67,18,2024-01-25,Little Rock,,Lindenwood,REG (Conf),W 50-45,,6,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,1,1,2,0,-1.8,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
13,68,19,2024-01-27,Little Rock,,Southeast Missouri State,REG (Conf),W 53-47,,7,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,0,3,0,-0.9,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
14,69,20,2024-02-01,Little Rock,@,SIU Edwardsville,REG (Conf),L 61-67,*,24,0,2,.000,0,0,0,2,.000,.000,0,0,,1,1,2,0,1,0,1,3,0,-1.6,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
15,70,21,2024-02-03,Little Rock,@,Eastern Illinois,REG (Conf),W 55-48,*,26,3,3,1.000,0,0,3,3,1.000,1.000,0,0,,3,7,10,0,0,0,1,4,6,6.7,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
16,71,22,2024-02-06,Little Rock,,UT Martin,REG (Conf),L 58-64,*,17,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,1,2,3,0,0,2,1,1,2,3.0,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
17,72,23,2024-02-08,Little Rock,@,Western Illinois,REG (Conf),W 50-41,*,15,0,0,,0,0,0,0,,,0,0,,0,3,3,0,0,0,1,4,0,-1.7,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
18,73,24,2024-02-15,Little Rock,,Morehead State,REG (Conf),L 47-50,*,35,5,7,.714,0,0,5,7,.714,.714,0,2,.000,5,6,11,0,0,1,3,3,10,8.1,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
19,74,25,2024-02-17,Little Rock,,Southern Indiana,REG (Conf),L 51-88,*,23,1,2,.500,0,0,1,2,.500,.500,0,0,,1,2,3,0,1,1,2,2,2,1.2,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
20,75,26,2024-02-22,Little Rock,@,Southeast Missouri State,REG (Conf),W 61-48,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
21,76,27,2024-02-24,Little Rock,@,Lindenwood,REG (Conf),L 54-61,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
22,77,28,2024-02-29,Little Rock,,Tennessee State,REG (Conf),W 68-46,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
23,78,30,2024-03-08,Little Rock,N,UT Martin,CTOURN,L 48-54,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Trinity Hudson,https://www.sports-reference.com/cbb/players/trinity-hudson-1.html,arkansas-little-rock,2023-24
