ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2022-11-08,UMBC,,Gettysburg,REG (Non-Conf),W 79-77,,20,0,3,.000,0,0,,0,3,.000,.000,0,0,0,2,2,4,0,0,2,2,0,-1.5,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
2,2,2,2022-11-10,UMBC,@,Virginia,REG (Non-Conf),L 46-101,,11,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,1,2,0,-2.2,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
3,3,3,2022-11-13,UMBC,@,Loyola (MD),REG (Non-Conf),L 47-61,,8,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,1,2,0,-1.5,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
4,4,4,2022-11-17,UMBC,,Richmond,REG (Non-Conf),L 57-64,,14,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,1,1,2,1,0,0,1,0,3,3.4,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
5,5,5,2022-11-20,UMBC,@,St. Francis Brooklyn,REG (Non-Conf),W 64-59,,13,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,0,2,2,0,1,0,2,0,2,1.3,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
6,6,10,2022-12-18,UMBC,,American,REG (Non-Conf),L 68-70,,17,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,3,1,0,3,1,0,-1.0,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
7,7,11,2022-12-22,UMBC,@,Hartford,REG (Non-Conf),W 76-52,,8,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,1,3,0,-1.5,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
8,8,12,2022-12-29,UMBC,,Binghamton,REG (Conf),W 73-69,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
9,9,13,2023-01-01,UMBC,@,Vermont,REG (Conf),W 58-57,,4,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
10,10,14,2023-01-04,UMBC,@,Albany (NY),REG (Conf),L 53-61,,3,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
11,11,16,2023-01-14,UMBC,@,Maine,REG (Conf),L 54-71,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
12,12,17,2023-01-18,UMBC,,UMass Lowell,REG (Conf),W 76-59,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,2,0,-1.8,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
13,13,18,2023-01-21,UMBC,@,New Hampshire,REG (Conf),W 62-57 (OT),,16,1,5,.200,1,3,.333,0,2,.000,.300,0,0,1,1,2,3,1,0,2,1,3,1.6,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
14,14,19,2023-01-25,UMBC,,NJIT,REG (Conf),W 61-60,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Carmen Yanez,https://www.sports-reference.com/cbb/players/carmen-yanez-1.html,maryland-baltimore-county,2022-23
