ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,13,2,2022-11-10,UMBC,@,Virginia,REG (Non-Conf),L 46-101,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
2,14,4,2022-11-17,UMBC,,Richmond,REG (Non-Conf),L 57-64,,1,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,0,0,0,1,3,2.3,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
3,15,6,2022-11-30,UMBC,@,Lafayette,REG (Non-Conf),L 38-72,,5,1,3,.333,1,2,.500,0,1,.000,.500,0,0,0,0,0,0,1,0,0,0,3,2.3,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
4,16,8,2022-12-07,UMBC,@,Houston,REG (Non-Conf),L 43-67,,7,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,0,0,1,0,0,0,1,3,3.0,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
5,17,9,2022-12-10,UMBC,@,Mount St. Mary's,REG (Non-Conf),L 57-63,,3,0,2,.000,0,2,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,0,0,-1.1,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
6,18,10,2022-12-18,UMBC,,American,REG (Non-Conf),L 68-70,*,10,1,4,.250,1,3,.333,0,1,.000,.375,0,0,0,0,0,0,0,0,0,0,3,0.6,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
7,19,11,2022-12-22,UMBC,@,Hartford,REG (Non-Conf),W 76-52,*,6,0,2,.000,0,1,.000,0,1,.000,.000,0,0,1,0,1,0,0,0,0,0,0,-0.7,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
8,20,15,2023-01-07,UMBC,,Bryant,REG (Conf),W 69-60,,3,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,0,0,1,0,3,1.7,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
9,21,17,2023-01-18,UMBC,,UMass Lowell,REG (Conf),W 76-59,,2,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
10,22,18,2023-01-21,UMBC,@,New Hampshire,REG (Conf),W 62-57 (OT),,9,1,3,.333,1,3,.333,0,0,,.500,0,0,0,3,3,1,0,0,0,1,3,2.5,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
11,23,19,2023-01-25,UMBC,,NJIT,REG (Conf),W 61-60,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
12,24,20,2023-01-28,UMBC,,Vermont,REG (Conf),L 51-64,,2,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
13,25,21,2023-02-01,UMBC,@,Binghamton,REG (Conf),L 70-80,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
14,26,22,2023-02-04,UMBC,,Maine,REG (Conf),W 74-57,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
15,27,24,2023-02-11,UMBC,@,Bryant,REG (Conf),W 75-69,,5,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
16,28,26,2023-02-18,UMBC,,New Hampshire,REG (Conf),W 90-43,,5,0,2,.000,0,2,.000,0,0,,.000,0,0,0,1,1,1,0,0,0,0,0,-0.4,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
17,29,28,2023-03-01,UMBC,,NJIT,CTOURN,W 82-71,,1,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Riley Donahue,https://www.sports-reference.com/cbb/players/riley-donahue-1.html,maryland-baltimore-county,2022-23
