ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,3,2,2022-11-11,Canisius,@,Toledo,REG (Non-Conf),L 66-93,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Xanthippi Karatasiou,https://www.sports-reference.com/cbb/players/xanthippi-karatasiou-1.html,canisius,2022-23
2,4,8,2022-12-07,Canisius,,St. Bonaventure,REG (Non-Conf),W 85-47,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Xanthippi Karatasiou,https://www.sports-reference.com/cbb/players/xanthippi-karatasiou-1.html,canisius,2022-23
3,5,22,2023-02-09,Canisius,@,Quinnipiac,REG (Conf),L 36-73,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,-2.4,Xanthippi Karatasiou,https://www.sports-reference.com/cbb/players/xanthippi-karatasiou-1.html,canisius,2022-23
4,6,26,2023-02-25,Canisius,@,Iona,REG (Conf),L 43-67,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Xanthippi Karatasiou,https://www.sports-reference.com/cbb/players/xanthippi-karatasiou-1.html,canisius,2022-23
