ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,24,2022-02-17,UNC Greensboro,,Chattanooga,REG (Conf),W 63-61 (OT),,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2021-22
2,2,25,2022-02-19,UNC Greensboro,,East Tennessee State,REG (Conf),W 50-46,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2021-22
3,3,27,2022-02-26,UNC Greensboro,,Western Carolina,REG (Conf),W 67-39,,8,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,2,1,2,0,-0.1,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2021-22
4,4,28,2022-03-03,UNC Greensboro,@,Samford,CTOURN,L 40-59,,5,0,1,.000,0,0,0,1,.000,.000,0,0,0,2,2,0,0,0,0,0,0,-0.1,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2021-22
