ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,19,2023-01-21,Illinois–Chicago,@,Northern Iowa,REG (Conf),L 44-79,,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6,Dylan Van Fleet,https://www.sports-reference.com/cbb/players/dylan-van-fleet-1.html,illinois-chicago,2022-23
2,2,29,2023-02-25,Illinois–Chicago,@,Bradley,REG (Conf),W 64-38,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Dylan Van Fleet,https://www.sports-reference.com/cbb/players/dylan-van-fleet-1.html,illinois-chicago,2022-23
3,3,30,2023-03-02,Illinois–Chicago,,Belmont,REG (Conf),L 56-81,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Dylan Van Fleet,https://www.sports-reference.com/cbb/players/dylan-van-fleet-1.html,illinois-chicago,2022-23
