ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,11,1,2021-11-11,William & Mary,@,Coppin State,REG (Non-Conf),L 56-73,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
2,12,2,2021-11-14,William & Mary,,Randolph,REG (Non-Conf),W 83-31,,7,2,2,1.000,1,1,1.000,1,1,1.000,1.250,0,0,0,0,0,0,1,0,2,0,5,3.4,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
3,13,6,2021-11-29,William & Mary,,Hampton,REG (Non-Conf),W 58-41,,4,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,1,0,1,0,0,-0.7,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
4,14,7,2021-12-02,William & Mary,@,Virginia,REG (Non-Conf),L 44-60,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
5,15,8,2021-12-05,William & Mary,,Old Dominion,REG (Non-Conf),L 55-68,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
6,16,10,2021-12-12,William & Mary,@,Richmond,REG (Non-Conf),L 52-90,,2,0,0,,0,0,,0,0,,,0,0,2,0,2,1,0,0,0,0,0,2.1,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
7,17,15,2022-01-21,William & Mary,@,Hofstra,REG (Conf),W 56-48,,3,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,1,1,0,-1.1,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
8,18,16,2022-01-23,William & Mary,@,Northeastern,REG (Conf),L 57-67,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
9,19,17,2022-01-28,William & Mary,,Delaware,REG (Conf),L 56-70,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
10,20,19,2022-02-04,William & Mary,,Towson,REG (Conf),L 60-76,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
11,21,26,2022-02-25,William & Mary,@,Drexel,REG (Conf),L 43-63,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1.0,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
12,22,27,2022-02-27,William & Mary,@,Delaware,REG (Conf),L 45-67,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
13,23,28,2022-03-03,William & Mary,@,Elon,REG (Conf),L 61-85,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
14,24,30,2022-03-11,William & Mary,@,Delaware,CTOURN,L 35-61,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1.0,Lanni Brown,https://www.sports-reference.com/cbb/players/lanni-brown-1.html,william-mary,2021-22
