ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,64,1,2024-11-04,Providence,,Mercy,REG (Non-Conf),W 64-32,,6,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
2,65,12,2024-12-11,Providence,,Penn State,REG (Non-Conf),L 51-68,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
3,66,13,2024-12-14,Providence,,Merrimack,REG (Non-Conf),W 62-44,,5,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,1,0,1,0,0.3,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
4,67,17,2025-01-04,Providence,,Creighton,REG (Conf),L 46-60,,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,1,0,1,0,1,0,0,0,2,3.4,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
5,68,20,2025-01-15,Providence,,Xavier,REG (Conf),W 51-45,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
6,69,24,2025-02-02,Providence,@,Creighton,REG (Conf),L 66-79,,1,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
7,70,25,2025-02-06,Providence,,DePaul,REG (Conf),W 76-63,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
8,71,26,2025-02-09,Providence,,Connecticut,REG (Conf),L 40-77,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,2,0,0,-2.0,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
9,72,27,2025-02-12,Providence,@,Xavier,REG (Conf),W 61-53,,4,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
10,73,28,2025-02-16,Providence,,Seton Hall,REG (Conf),L 38-59,,12,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,1,0,3,3,0,-3.9,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
11,74,29,2025-02-19,Providence,@,Marquette,REG (Conf),L 51-69,,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,0,2,1.7,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
12,75,30,2025-02-23,Providence,,Villanova,REG (Conf),W 63-56,,4,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,2,2,0,0,0,1,0,3,2.3,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
13,76,31,2025-03-01,Providence,@,Georgetown,REG (Conf),W 66-62,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Audrey Koch,https://www.sports-reference.com/cbb/players/audrey-koch-1.html,providence,2024-25
