ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,53,1,2021-11-09,North Carolina,,North Carolina A&T,REG (Non-Conf),W 92-47,,18,4,6,.667,0,0,4,6,.667,.667,0,0,,0,1,1,0,1,0,1,2,8,4.9,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
2,54,2,2021-11-14,North Carolina,@,Charlotte,REG (Non-Conf),W 89-33,,12,1,2,.500,0,0,1,2,.500,.500,0,0,,0,2,2,0,2,0,0,3,2,2.4,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
3,55,3,2021-11-17,North Carolina,,Appalachian State,REG (Non-Conf),W 89-44,,14,1,2,.500,0,0,1,2,.500,.500,1,2,.500,3,1,4,0,0,0,0,1,3,3.6,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
4,56,4,2021-11-21,North Carolina,@,TCU,REG (Non-Conf),W 79-46,,23,2,5,.400,0,0,2,5,.400,.400,1,2,.500,3,2,5,0,0,0,1,2,5,2.8,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
5,57,5,2021-11-26,North Carolina,@,VCU,REG (Non-Conf),W 72-59,,12,1,2,.500,0,0,1,2,.500,.500,0,0,,2,0,2,1,0,0,1,3,2,0.9,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
6,58,6,2021-11-27,North Carolina,,Washington,REG (Non-Conf),W 58-37,,7,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
7,59,7,2021-12-01,North Carolina,@,Minnesota,REG (Non-Conf),W 82-76,,4,0,0,,0,0,0,0,,,0,0,,1,1,2,0,0,0,0,0,0,1.0,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
8,60,8,2021-12-05,North Carolina,,James Madison,REG (Non-Conf),W 93-47,,14,4,5,.800,0,0,4,5,.800,.800,0,0,,4,2,6,0,0,2,2,1,8,8.5,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
9,61,9,2021-12-12,North Carolina,,UNC Asheville,REG (Non-Conf),W 107-46,,17,3,5,.600,0,0,3,5,.600,.600,1,2,.500,1,1,2,0,1,0,0,2,7,5.5,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
10,62,10,2021-12-19,North Carolina,@,Boston College,REG (Conf),W 76-73,,2,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
11,63,11,2021-12-21,North Carolina,,Alabama State,REG (Non-Conf),W 83-47,,8,0,2,.000,0,0,0,2,.000,.000,3,6,.500,1,3,4,0,1,0,0,0,3,3.0,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
12,64,14,2022-01-06,North Carolina,@,NC State,REG (Conf),L 45-72,,5,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
13,65,15,2022-01-09,North Carolina,,Virginia Tech,REG (Conf),W 71-46,,5,0,0,,0,0,0,0,,,0,0,,1,0,1,0,0,0,1,1,0,-0.7,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
14,66,17,2022-01-20,North Carolina,,Virginia,REG (Conf),W 61-52,,20,2,4,.500,0,0,2,4,.500,.500,0,0,,1,4,5,0,3,3,1,2,4,7.2,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
15,67,18,2022-01-23,North Carolina,@,Georgia Tech,REG (Conf),L 38-55,,10,0,1,.000,0,0,0,1,.000,.000,0,0,,0,2,2,0,0,0,0,0,0,-0.1,Malu Tshitenge,https://www.sports-reference.com/cbb/players/malu-tshitenge-1.html,north-carolina,2021-22
