ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,10,2,2021-11-13,Idaho State,,Park (AZ),REG (Non-Conf),W 109-56,,9,2,3,.667,2,3,.667,0,0,,1.000,0,0,0,4,4,0,3,1,1,0,6,8.6,Lili Bevao,https://www.sports-reference.com/cbb/players/lili-bevao-1.html,idaho-state,2021-22
2,11,3,2021-11-18,Idaho State,@,Gonzaga,REG (Non-Conf),L 39-69,,4,0,2,.000,0,0,,0,2,.000,.000,0,0,0,0,0,1,0,0,0,0,0,-0.7,Lili Bevao,https://www.sports-reference.com/cbb/players/lili-bevao-1.html,idaho-state,2021-22
3,12,4,2021-11-21,Idaho State,@,Missouri,REG (Non-Conf),L 47-75,,7,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,0,1,1,0,1,0,0,0,2,3.0,Lili Bevao,https://www.sports-reference.com/cbb/players/lili-bevao-1.html,idaho-state,2021-22
4,13,5,2021-11-25,Idaho State,@,Toledo,REG (Non-Conf),L 58-79,,6,1,3,.333,0,2,.000,1,1,1.000,.333,0,0,1,1,2,0,0,0,0,1,2,0.9,Lili Bevao,https://www.sports-reference.com/cbb/players/lili-bevao-1.html,idaho-state,2021-22
5,14,6,2021-11-26,Idaho State,@,UCF,REG (Non-Conf),L 41-58,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lili Bevao,https://www.sports-reference.com/cbb/players/lili-bevao-1.html,idaho-state,2021-22
6,15,7,2021-12-02,Idaho State,@,Portland State,REG (Conf),W 83-40,,11,0,1,.000,0,1,.000,0,0,,.000,0,0,1,2,3,2,0,0,1,1,0,0.6,Lili Bevao,https://www.sports-reference.com/cbb/players/lili-bevao-1.html,idaho-state,2021-22
7,16,8,2021-12-04,Idaho State,@,Northern Arizona,REG (Conf),L 74-81 (OT),,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1.0,Lili Bevao,https://www.sports-reference.com/cbb/players/lili-bevao-1.html,idaho-state,2021-22
8,17,11,2021-12-21,Idaho State,,Utah Valley,REG (Non-Conf),W 53-36,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lili Bevao,https://www.sports-reference.com/cbb/players/lili-bevao-1.html,idaho-state,2021-22
9,18,15,2022-01-13,Idaho State,@,Eastern Washington,REG (Conf),W 87-66,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Lili Bevao,https://www.sports-reference.com/cbb/players/lili-bevao-1.html,idaho-state,2021-22
10,19,18,2022-01-22,Idaho State,,Southern Utah,REG (Conf),W 80-60,,2,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Lili Bevao,https://www.sports-reference.com/cbb/players/lili-bevao-1.html,idaho-state,2021-22
11,20,20,2022-01-29,Idaho State,,Northern Colorado,REG (Conf),W 68-56,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lili Bevao,https://www.sports-reference.com/cbb/players/lili-bevao-1.html,idaho-state,2021-22
