ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2024-11-04,Merrimack,@,Bryant,REG (Non-Conf),L 50-65,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Rylie Rosenberg,https://www.sports-reference.com/cbb/players/rylie-rosenberg-1.html,merrimack,2024-25
2,2,2,2024-11-08,Merrimack,@,Pennsylvania,REG (Non-Conf),L 52-64,,1,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Rylie Rosenberg,https://www.sports-reference.com/cbb/players/rylie-rosenberg-1.html,merrimack,2024-25
3,3,7,2024-12-05,Merrimack,@,South Florida,REG (Non-Conf),L 43-62,,3,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,2,0,0,0,0,0,0.7,Rylie Rosenberg,https://www.sports-reference.com/cbb/players/rylie-rosenberg-1.html,merrimack,2024-25
4,4,9,2024-12-16,Merrimack,@,Albany (NY),REG (Non-Conf),L 64-79,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Rylie Rosenberg,https://www.sports-reference.com/cbb/players/rylie-rosenberg-1.html,merrimack,2024-25
5,5,10,2024-12-19,Merrimack,,Canisius,REG (Conf),W 62-47,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Rylie Rosenberg,https://www.sports-reference.com/cbb/players/rylie-rosenberg-1.html,merrimack,2024-25
6,6,12,2025-01-04,Merrimack,@,Fairfield,REG (Conf),L 48-72,,4,0,1,.000,0,0,,0,1,.000,.000,0,0,0,3,3,0,0,0,0,0,0,0.2,Rylie Rosenberg,https://www.sports-reference.com/cbb/players/rylie-rosenberg-1.html,merrimack,2024-25
7,7,16,2025-01-18,Merrimack,@,Siena,REG (Conf),L 57-79,,3,1,4,.250,1,3,.333,0,1,.000,.375,0,0,0,0,0,0,0,0,0,0,3,0.6,Rylie Rosenberg,https://www.sports-reference.com/cbb/players/rylie-rosenberg-1.html,merrimack,2024-25
8,8,19,2025-01-30,Merrimack,@,Mount St. Mary's,REG (Conf),L 49-75,,3,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,1,0,-0.8,Rylie Rosenberg,https://www.sports-reference.com/cbb/players/rylie-rosenberg-1.html,merrimack,2024-25
9,9,25,2025-02-20,Merrimack,@,Sacred Heart,REG (Conf),L 48-74,,4,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,Rylie Rosenberg,https://www.sports-reference.com/cbb/players/rylie-rosenberg-1.html,merrimack,2024-25
10,10,26,2025-02-22,Merrimack,,Iona,REG (Conf),W 81-36,,4,0,1,.000,0,0,,0,1,.000,.000,0,0,0,1,1,0,0,0,0,1,0,-0.8,Rylie Rosenberg,https://www.sports-reference.com/cbb/players/rylie-rosenberg-1.html,merrimack,2024-25
11,11,28,2025-03-01,Merrimack,@,Quinnipiac,REG (Conf),L 44-76,,16,2,8,.250,1,7,.143,1,1,1.000,.313,0,0,0,1,1,1,0,0,1,0,5,0.2,Rylie Rosenberg,https://www.sports-reference.com/cbb/players/rylie-rosenberg-1.html,merrimack,2024-25
