ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2022-11-07,Eastern Washington,,Corban,REG (Non-Conf),W 86-47,,3,1,1,1.000,1,1,1.000,0,0,1.500,0,0,0,0,0,0,0,0,0,0,3,2.7,Addison Hall,https://www.sports-reference.com/cbb/players/addison-hall-1.html,eastern-washington,2022-23
2,2,5,2022-11-20,Eastern Washington,,Evergreen St.,REG (Non-Conf),W 90-44,,5,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,1,0,0,-1.7,Addison Hall,https://www.sports-reference.com/cbb/players/addison-hall-1.html,eastern-washington,2022-23
3,3,24,2023-02-11,Eastern Washington,@,Idaho,REG (Conf),L 64-88,,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Addison Hall,https://www.sports-reference.com/cbb/players/addison-hall-1.html,eastern-washington,2022-23
4,4,27,2023-02-23,Eastern Washington,,Weber State,REG (Conf),W 64-31,,3,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Addison Hall,https://www.sports-reference.com/cbb/players/addison-hall-1.html,eastern-washington,2022-23
