ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,2,2021-11-16,Louisville,,Bellarmine,REG (Non-Conf),W 82-25,,8,0,0,,0,0,0,0,,,0,0,0,1,1,0,1,0,0,0,0,1.3,Sydni Schetnan,https://www.sports-reference.com/cbb/players/sydni-schetnan-1.html,louisville,2021-22
2,2,3,2021-11-17,Louisville,,UT Martin,REG (Non-Conf),W 62-30,,3,0,0,,0,0,0,0,,,0,0,0,2,2,0,0,0,0,0,0,0.6,Sydni Schetnan,https://www.sports-reference.com/cbb/players/sydni-schetnan-1.html,louisville,2021-22
3,3,5,2021-11-23,Louisville,@,Cal Poly,REG (Non-Conf),W 72-32,,6,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,2,0,-0.5,Sydni Schetnan,https://www.sports-reference.com/cbb/players/sydni-schetnan-1.html,louisville,2021-22
4,4,6,2021-11-28,Louisville,@,Colorado State,REG (Non-Conf),W 71-56,,4,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Sydni Schetnan,https://www.sports-reference.com/cbb/players/sydni-schetnan-1.html,louisville,2021-22
5,5,7,2021-12-02,Louisville,,Michigan,REG (Non-Conf),W 70-48,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sydni Schetnan,https://www.sports-reference.com/cbb/players/sydni-schetnan-1.html,louisville,2021-22
6,6,18,2022-01-23,Louisville,,Wake Forest,REG (Conf),W 72-60,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sydni Schetnan,https://www.sports-reference.com/cbb/players/sydni-schetnan-1.html,louisville,2021-22
7,7,22,2022-02-03,Louisville,@,Clemson,REG (Conf),W 93-71,,3,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,0,1,0,3,2,1.2,Sydni Schetnan,https://www.sports-reference.com/cbb/players/sydni-schetnan-1.html,louisville,2021-22
8,8,24,2022-02-13,Louisville,,Notre Dame,REG (Conf),W 73-47,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sydni Schetnan,https://www.sports-reference.com/cbb/players/sydni-schetnan-1.html,louisville,2021-22
9,9,28,2022-02-27,Louisville,@,Notre Dame,REG (Conf),W 86-64,,2,0,0,,0,0,0,0,,,0,0,0,2,2,0,0,0,0,0,0,0.6,Sydni Schetnan,https://www.sports-reference.com/cbb/players/sydni-schetnan-1.html,louisville,2021-22
10,10,30,2022-03-18,Louisville,,Albany (NY),ROUND-64,W 83-51,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sydni Schetnan,https://www.sports-reference.com/cbb/players/sydni-schetnan-1.html,louisville,2021-22
