ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,2,2021-11-14,Texas–Rio Grande Valley,@,Texas A&M–Corpus Christi,REG (Non-Conf),L 57-66,,1,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
2,2,4,2021-11-21,Texas–Rio Grande Valley,,McNeese State,REG (Non-Conf),W 74-70,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
3,3,5,2021-11-27,Texas–Rio Grande Valley,,Southern Utah,REG (Non-Conf),L 67-80,,1,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
4,4,6,2021-12-01,Texas–Rio Grande Valley,@,Kansas,REG (Non-Conf),L 44-75,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
5,5,7,2021-12-06,Texas–Rio Grande Valley,,Houston Baptist,REG (Non-Conf),W 67-58,,1,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
6,6,10,2021-12-17,Texas–Rio Grande Valley,,UTSA,REG (Non-Conf),L 59-66,,2,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
7,7,11,2021-12-18,Texas–Rio Grande Valley,,Liberty,REG (Non-Conf),L 32-54,,8,2,2,1.000,2,2,1.000,0,0,,1.500,0,0,0,0,0,0,0,0,1,0,6,4.4,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
8,8,12,2021-12-30,Texas–Rio Grande Valley,,Stephen F. Austin,REG (Conf),L 50-65,,10,1,3,.333,1,3,.333,0,0,,.500,0,0,0,0,0,0,0,0,0,0,3,1.3,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
9,9,15,2022-01-13,Texas–Rio Grande Valley,@,Chicago State,REG (Conf),W 58-47,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
10,10,17,2022-01-22,Texas–Rio Grande Valley,,Dixie State,REG (Conf),W 75-68,,3,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
11,11,19,2022-01-27,Texas–Rio Grande Valley,@,Abilene Christian,REG (Conf),L 69-88,,8,0,4,.000,0,2,.000,0,2,.000,.000,0,0,0,1,1,1,0,0,1,0,0,-2.8,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
12,12,23,2022-02-05,Texas–Rio Grande Valley,,Abilene Christian,REG (Conf),W 82-62,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
13,13,25,2022-02-12,Texas–Rio Grande Valley,,California Baptist,REG (Conf),L 78-94,,4,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
14,14,27,2022-02-19,Texas–Rio Grande Valley,@,Sam Houston State,REG (Conf),L 49-69,,4,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,A'nnika Saenz,https://www.sports-reference.com/cbb/players/annika-saenz-1.html,texas-pan-american,2021-22
