ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,45,1,2023-11-06,Coppin State,,La Salle,REG (Non-Conf),L 68-73,*,5,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,1,1,0,-1.1,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
2,46,2,2023-11-09,Coppin State,,Campbell,REG (Non-Conf),L 55-68,,16,1,3,.333,0,0,1,3,.333,.333,0,0,1,1,2,0,0,0,0,1,2,0.9,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
3,47,3,2023-11-13,Coppin State,@,Saint Francis (PA),REG (Non-Conf),W 70-34,,15,0,1,.000,0,0,0,1,.000,.000,0,0,1,1,2,1,0,0,0,3,0,-0.2,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
4,48,4,2023-11-15,Coppin State,@,Syracuse,REG (Non-Conf),L 47-80,,9,0,0,,0,0,0,0,,,0,0,1,0,1,0,2,0,0,1,0,2.3,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
5,49,5,2023-11-18,Coppin State,@,Florida International,REG (Non-Conf),W 70-66,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
6,50,6,2023-11-21,Coppin State,@,Pittsburgh,REG (Non-Conf),W 61-56,,13,3,4,.750,0,0,3,4,.750,.750,0,0,3,0,3,1,0,0,0,1,6,6.8,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
7,51,7,2023-11-26,Coppin State,,George Mason,REG (Non-Conf),L 38-70,*,10,0,1,.000,0,0,0,1,.000,.000,0,0,0,3,3,0,0,0,1,1,0,-1.2,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
8,52,8,2023-11-29,Coppin State,@,Kent State,REG (Non-Conf),L 40-77,,7,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,1,0,-1.1,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
9,53,13,2023-12-20,Coppin State,,Louisiana State,REG (Non-Conf),L 48-80,,7,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
10,54,14,2023-12-28,Coppin State,@,Duke,REG (Non-Conf),L 34-68,,13,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,1,2,0,-1.5,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
11,55,15,2024-01-06,Coppin State,@,Delaware State,REG (Conf),W 64-51,,13,0,1,.000,0,0,0,1,.000,.000,0,0,0,2,2,1,0,0,0,0,0,0.6,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
12,56,16,2024-01-08,Coppin State,,Maryland Eastern Shore,REG (Conf),W 75-69,,9,1,1,1.000,0,0,1,1,1.000,1.000,0,0,2,1,3,0,0,0,0,4,2,1.8,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
13,57,17,2024-01-20,Coppin State,,Morgan State,REG (Conf),W 67-47,,9,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,1,1,0,0,2,0,0.2,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
14,58,18,2024-01-27,Coppin State,@,Norfolk State,REG (Conf),L 53-61,,5,0,0,,0,0,0,0,,,0,0,0,1,1,1,1,0,0,1,0,1.6,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
15,59,19,2024-01-29,Coppin State,,Howard,REG (Conf),W 63-58,,1,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,1,0,-0.1,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
16,60,20,2024-02-03,Coppin State,@,North Carolina Central,REG (Conf),L 48-53,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
17,61,21,2024-02-05,Coppin State,@,South Carolina State,REG (Conf),W 63-39,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
18,62,23,2024-02-19,Coppin State,@,Maryland Eastern Shore,REG (Conf),L 51-73,,6,0,0,,0,0,0,0,,,0,0,1,1,2,0,0,0,1,0,0,0.0,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
19,63,24,2024-02-24,Coppin State,,Norfolk State,REG (Conf),L 51-64,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
20,64,25,2024-02-26,Coppin State,@,Howard,REG (Conf),L 73-76,*,14,0,0,,0,0,0,0,,,0,0,0,0,0,3,0,0,2,3,0,-1.1,Khya Jenkins,https://www.sports-reference.com/cbb/players/khya-jenkins-1.html,coppin-state,2023-24
