ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2021-11-09,Loyola Chicago,,Detroit Mercy,REG (Non-Conf),W 63-40,,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Destiny Jackson,https://www.sports-reference.com/cbb/players/destiny-jackson-3.html,loyola-il,2021-22
2,2,4,2021-11-20,Loyola Chicago,,Chicago State,REG (Non-Conf),W 71-59,,2,0,0,,0,0,,0,0,,2,4,.500,0,2,2,0,0,0,1,1,2,0.4,Destiny Jackson,https://www.sports-reference.com/cbb/players/destiny-jackson-3.html,loyola-il,2021-22
3,3,5,2021-11-24,Loyola Chicago,,St. Francis (IL),REG (Non-Conf),W 96-61,,2,0,1,.000,0,1,.000,0,0,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Destiny Jackson,https://www.sports-reference.com/cbb/players/destiny-jackson-3.html,loyola-il,2021-22
4,4,18,2022-01-21,Loyola Chicago,,Evansville,REG (Conf),W 68-54,,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Destiny Jackson,https://www.sports-reference.com/cbb/players/destiny-jackson-3.html,loyola-il,2021-22
