ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2021-11-09,Loyola Chicago,,Detroit Mercy,REG (Non-Conf),W 63-40,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddie Scarborough,https://www.sports-reference.com/cbb/players/maddie-scarborough-1.html,loyola-il,2021-22
2,2,4,2021-11-20,Loyola Chicago,,Chicago State,REG (Non-Conf),W 71-59,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddie Scarborough,https://www.sports-reference.com/cbb/players/maddie-scarborough-1.html,loyola-il,2021-22
3,3,5,2021-11-24,Loyola Chicago,,St. Francis (IL),REG (Non-Conf),W 96-61,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddie Scarborough,https://www.sports-reference.com/cbb/players/maddie-scarborough-1.html,loyola-il,2021-22
4,4,7,2021-12-03,Loyola Chicago,@,Dartmouth,REG (Non-Conf),W 73-37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddie Scarborough,https://www.sports-reference.com/cbb/players/maddie-scarborough-1.html,loyola-il,2021-22
