ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,14,3,2022-11-14,Bethune-Cookman,,Florida Atlantic,REG (Non-Conf),L 62-79,,23,1,3,.333,0,0,1,3,.333,.333,3,4,.750,2,5,7,1,0,0,1,3,5,4.3,Kayla Clark,https://www.sports-reference.com/cbb/players/kayla-clark-1.html,bethune-cookman,2022-23
2,15,4,2022-11-18,Bethune-Cookman,@,Florida,REG (Non-Conf),L 73-82,*,18,2,5,.400,0,0,2,5,.400,.400,0,0,,2,1,3,1,2,0,2,5,4,1.7,Kayla Clark,https://www.sports-reference.com/cbb/players/kayla-clark-1.html,bethune-cookman,2022-23
3,16,5,2022-11-22,Bethune-Cookman,,Georgia Southern,REG (Non-Conf),L 60-63,*,20,2,4,.500,0,0,2,4,.500,.500,3,8,.375,4,3,7,0,1,0,0,5,7,5.7,Kayla Clark,https://www.sports-reference.com/cbb/players/kayla-clark-1.html,bethune-cookman,2022-23
4,17,6,2022-11-27,Bethune-Cookman,@,Jacksonville,REG (Non-Conf),L 62-75,*,23,4,5,.800,0,0,4,5,.800,.800,4,8,.500,2,4,6,1,0,1,2,3,12,9.3,Kayla Clark,https://www.sports-reference.com/cbb/players/kayla-clark-1.html,bethune-cookman,2022-23
5,18,7,2022-12-01,Bethune-Cookman,,North Florida,REG (Non-Conf),L 43-54,*,24,2,6,.333,0,0,2,6,.333,.333,0,0,,2,4,6,2,1,0,4,3,4,0.4,Kayla Clark,https://www.sports-reference.com/cbb/players/kayla-clark-1.html,bethune-cookman,2022-23
6,19,8,2022-12-11,Bethune-Cookman,@,St. John's (NY),REG (Non-Conf),L 52-73,*,13,0,0,,0,0,0,0,,,0,2,.000,1,5,6,0,4,0,3,2,0,1.6,Kayla Clark,https://www.sports-reference.com/cbb/players/kayla-clark-1.html,bethune-cookman,2022-23
7,20,9,2022-12-13,Bethune-Cookman,@,Iona,REG (Non-Conf),L 57-60,*,22,1,7,.143,0,0,1,7,.143,.143,0,2,.000,3,4,7,0,2,1,0,1,2,2.3,Kayla Clark,https://www.sports-reference.com/cbb/players/kayla-clark-1.html,bethune-cookman,2022-23
8,21,10,2022-12-18,Bethune-Cookman,N,Winthrop,REG (Non-Conf),W 67-54,*,30,4,10,.400,0,0,4,10,.400,.400,6,12,.500,12,4,16,2,0,0,2,3,14,14.0,Kayla Clark,https://www.sports-reference.com/cbb/players/kayla-clark-1.html,bethune-cookman,2022-23
9,22,11,2022-12-19,Bethune-Cookman,N,Akron,REG (Non-Conf),L 60-64,*,18,3,6,.500,0,0,3,6,.500,.500,2,2,1.000,3,4,7,0,1,1,1,4,8,7.4,Kayla Clark,https://www.sports-reference.com/cbb/players/kayla-clark-1.html,bethune-cookman,2022-23
10,23,12,2023-01-02,Bethune-Cookman,@,Florida A&M,REG (Conf),W 85-50,*,32,3,5,.600,0,0,3,5,.600,.600,0,0,,3,9,12,2,1,1,1,4,6,9.0,Kayla Clark,https://www.sports-reference.com/cbb/players/kayla-clark-1.html,bethune-cookman,2022-23
