ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,6,1,2021-11-10,Bucknell,@,Ohio State,REG (Non-Conf),L 48-71,,3,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,0,0,1,0,2,0.7,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
2,7,5,2021-11-27,Bucknell,,North Dakota,REG (Non-Conf),W 64-59,,4,0,1,.000,0,0,0,1,.000,.000,0,0,1,1,2,0,0,0,0,0,0,0.3,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
3,8,6,2021-11-28,Bucknell,@,Vermont,REG (Non-Conf),W 68-53,,6,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,1,1,0,0,0,1,1,2,0.6,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
4,9,9,2021-12-06,Bucknell,@,St. Bonaventure,REG (Non-Conf),W 72-60,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
5,10,10,2021-12-18,Bucknell,,George Mason,REG (Non-Conf),W 77-67,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,2,0,-1.8,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
6,11,14,2022-01-08,Bucknell,,Loyola (MD),REG (Conf),W 62-42,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
7,12,16,2022-01-16,Bucknell,,American,REG (Conf),W 62-52,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
8,13,17,2022-01-19,Bucknell,@,Colgate,REG (Conf),W 61-41,,8,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,1,1,1,0,0,0,1,2,2.3,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
9,14,20,2022-01-29,Bucknell,@,Loyola (MD),REG (Conf),W 60-45,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
10,15,22,2022-02-06,Bucknell,,Lafayette,REG (Conf),W 68-40,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
11,16,24,2022-02-12,Bucknell,@,Holy Cross,REG (Conf),W 66-49,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
12,17,31,2022-03-10,Bucknell,,Navy,CTOURN,W 64-44,,2,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
13,18,33,2022-03-18,Bucknell,@,Fordham,WNIT,W 73-64,,7,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,1,1,0,0,0,0,3,2,0.8,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
14,19,34,2022-03-21,Bucknell,@,Drexel,WNIT,L 58-61,,9,0,0,,0,0,0,0,,,0,0,1,2,3,0,0,0,4,1,0,-3.1,Kaylee Reinbeau,https://www.sports-reference.com/cbb/players/kaylee-reinbeau-1.html,bucknell,2021-22
