player_sr_link,player_name,school,season,pos,games,games_started,mp,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,ast_pct,tov_pct,usg_pct
https://www.sports-reference.com/cbb/players/frederica-haywood-1.html,Frederica Haywood,mcneese-state,2016-17,F,31,22,859,.472,.000,.269,8.8,20.7,20.0
https://www.sports-reference.com/cbb/players/amber-donnes-1.html,Amber Donnes,mcneese-state,2016-17,G,31,27,821,.528,.525,.131,20.9,14.7,23.9
https://www.sports-reference.com/cbb/players/caitlin-davis-1.html,Caitlin Davis,mcneese-state,2016-17,G,31,29,806,.463,.247,.670,28.9,22.3,24.7
https://www.sports-reference.com/cbb/players/victoria-rachal-1.html,Victoria Rachal,mcneese-state,2016-17,G,30,21,805,.492,.378,.192,23.0,17.8,28.9
https://www.sports-reference.com/cbb/players/mercedes-rogers-1.html,Mercedes Rogers,mcneese-state,2016-17,F,31,31,778,.451,.228,.388,9.2,20.1,22.9
https://www.sports-reference.com/cbb/players/mady-brasseaux-1.html,Mady Brasseaux,mcneese-state,2016-17,G,31,7,600,.484,.591,.265,18.9,23.2,16.7
https://www.sports-reference.com/cbb/players/dede-sheppard-1.html,Dede Sheppard,mcneese-state,2016-17,G,30,8,521,.480,.309,.197,14.5,14.1,28.2
https://www.sports-reference.com/cbb/players/hannah-cupit-1.html,Hannah Cupit,mcneese-state,2016-17,G,29,3,339,.458,.395,.121,21.7,18.1,24.4
https://www.sports-reference.com/cbb/players/cinthya-rivas-1.html,Cinthya Rivas,mcneese-state,2016-17,F-C,27,0,221,.397,.045,.182,4.8,25.1,14.9
https://www.sports-reference.com/cbb/players/regan-bolton-1.html,Regan Bolton,mcneese-state,2016-17,G,27,0,212,.409,.729,.198,7.8,12.5,29.3
https://www.sports-reference.com/cbb/players/jasmyn-carswell-1.html,Jasmyn Carswell,mcneese-state,2016-17,F,7,7,152,.673,.000,.963,3.1,23.4,17.5
https://www.sports-reference.com/cbb/players/gabby-guidry-1.html,Gabby Guidry,mcneese-state,2016-17,G,21,0,111,.238,.308,.615,6.9,10.6,8.8
