ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,62,2,2023-11-09,Middle Tennessee,,Florida A&M,REG (Non-Conf),W 93-48,,14,2,3,.667,0,0,2,3,.667,.667,0,0,,0,1,1,0,0,2,1,3,4,2.2,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
2,63,4,2023-11-18,Middle Tennessee,N,Michigan,REG (Non-Conf),L 49-63,,18,1,3,.333,0,0,1,3,.333,.333,0,0,,1,1,2,0,0,1,0,3,2,0.8,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
3,64,5,2023-11-19,Middle Tennessee,N,DePaul,REG (Non-Conf),W 71-69,,12,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
4,65,6,2023-11-20,Middle Tennessee,N,Memphis,REG (Non-Conf),W 64-57,,2,0,0,,0,0,0,0,,,2,2,1.000,0,0,0,0,0,0,1,1,2,0.6,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
5,66,7,2023-11-26,Middle Tennessee,@,SIU Edwardsville,REG (Non-Conf),W 81-74,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
6,67,9,2023-12-03,Middle Tennessee,@,Belmont,REG (Non-Conf),L 57-71,,5,0,0,,0,0,0,0,,,1,2,.500,0,1,1,0,1,0,0,0,1,1.9,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
7,68,11,2023-12-10,Middle Tennessee,@,Tennessee Tech,REG (Non-Conf),W 63-47,,5,0,0,,0,0,0,0,,,2,4,.500,1,3,4,0,0,0,0,1,2,2.4,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
8,69,12,2023-12-17,Middle Tennessee,,Stephen F. Austin,REG (Non-Conf),W 72-47,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
9,70,13,2023-12-20,Middle Tennessee,,Northern Kentucky,REG (Non-Conf),W 83-42,,4,0,0,,0,0,0,0,,,0,0,,1,2,3,0,0,0,0,0,0,1.3,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
10,71,14,2023-12-30,Middle Tennessee,@,Grand Canyon,REG (Non-Conf),L 59-68,,2,0,0,,0,0,0,0,,,0,0,,0,2,2,0,0,0,0,1,0,0.2,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
11,72,16,2024-01-13,Middle Tennessee,@,Sam Houston State,REG (Conf),W 87-55,,8,0,2,.000,0,0,0,2,.000,.000,2,2,1.000,3,1,4,0,0,1,1,0,2,2.7,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
12,73,17,2024-01-18,Middle Tennessee,,UTEP,REG (Conf),W 81-70,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
13,74,18,2024-01-20,Middle Tennessee,,New Mexico State,REG (Conf),W 85-48,,5,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
14,75,20,2024-01-27,Middle Tennessee,@,Florida International,REG (Conf),W 92-62,,10,0,1,.000,0,0,0,1,.000,.000,1,2,.500,0,4,4,0,0,2,0,2,1,1.7,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
15,76,21,2024-02-03,Middle Tennessee,,Western Kentucky,REG (Conf),W 80-48,,5,1,2,.500,0,0,1,2,.500,.500,0,0,,0,0,0,0,0,0,0,1,2,0.6,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
16,77,23,2024-02-10,Middle Tennessee,,Florida International,REG (Conf),W 73-54,,4,1,2,.500,0,0,1,2,.500,.500,0,0,,1,1,2,0,0,0,0,2,2,1.2,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
17,78,24,2024-02-15,Middle Tennessee,@,New Mexico State,REG (Conf),W 73-37,,4,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,2,0,-0.8,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
18,79,28,2024-03-02,Middle Tennessee,,Sam Houston State,REG (Conf),W 93-62,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Jada Grannum,https://www.sports-reference.com/cbb/players/jada-grannum-1.html,middle-tennessee,2023-24
