ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2022-11-07,Boston University,,Northeastern,REG (Non-Conf),L 65-66,,10,1,2,.500,0,0,,1,2,.500,.500,0,0,0,2,2,0,0,1,0,1,2,1.9,Anastasiia Semenova,https://www.sports-reference.com/cbb/players/anastasiia-semenova-1.html,boston-university,2022-23
2,2,2,2022-11-13,Boston University,@,Miami (FL),REG (Non-Conf),L 46-81,,8,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,2,0,-0.8,Anastasiia Semenova,https://www.sports-reference.com/cbb/players/anastasiia-semenova-1.html,boston-university,2022-23
3,3,3,2022-11-16,Boston University,@,UMass Lowell,REG (Non-Conf),W 63-43,,8,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,1,2,3,0,0,0,4,1,2,-2.1,Anastasiia Semenova,https://www.sports-reference.com/cbb/players/anastasiia-semenova-1.html,boston-university,2022-23
4,4,4,2022-11-19,Boston University,,Hartford,REG (Non-Conf),W 73-45,,10,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,0,2,2,1,0,0,0,0,3,3.3,Anastasiia Semenova,https://www.sports-reference.com/cbb/players/anastasiia-semenova-1.html,boston-university,2022-23
5,5,5,2022-11-23,Boston University,,St. Francis Brooklyn,REG (Non-Conf),W 72-61,,5,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,0,1,1,1,0,0,1,0,2,1.7,Anastasiia Semenova,https://www.sports-reference.com/cbb/players/anastasiia-semenova-1.html,boston-university,2022-23
6,6,6,2022-11-27,Boston University,@,New Hampshire,REG (Non-Conf),W 78-42,,10,3,5,.600,0,0,,3,5,.600,.600,0,0,2,1,3,1,0,1,0,0,6,6.8,Anastasiia Semenova,https://www.sports-reference.com/cbb/players/anastasiia-semenova-1.html,boston-university,2022-23
7,7,7,2022-12-01,Boston University,@,Saint Joseph's,REG (Non-Conf),L 61-65,,6,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,2,1,0,-3.1,Anastasiia Semenova,https://www.sports-reference.com/cbb/players/anastasiia-semenova-1.html,boston-university,2022-23
8,8,9,2022-12-07,Boston University,,Merrimack,REG (Non-Conf),W 73-65,,19,3,5,.600,1,2,.500,2,3,.667,.700,0,0,1,1,2,0,3,0,0,0,7,8.7,Anastasiia Semenova,https://www.sports-reference.com/cbb/players/anastasiia-semenova-1.html,boston-university,2022-23
9,9,10,2022-12-13,Boston University,@,Yale,REG (Non-Conf),L 46-58,,12,0,1,.000,0,0,,0,1,.000,.000,0,0,1,2,3,0,1,0,2,1,0,-0.8,Anastasiia Semenova,https://www.sports-reference.com/cbb/players/anastasiia-semenova-1.html,boston-university,2022-23
10,10,11,2022-12-21,Boston University,,Harvard,REG (Non-Conf),L 58-73,,4,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,0,0,0,0,3,2.7,Anastasiia Semenova,https://www.sports-reference.com/cbb/players/anastasiia-semenova-1.html,boston-university,2022-23
