ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,2,2024-11-12,North Dakota,N,Dickinson St,REG (Non-Conf),W 77-58,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Paris Bass,https://www.sports-reference.com/cbb/players/paris-bass-2.html,north-dakota,2024-25
2,2,6,2024-11-30,North Dakota,N,Valparaiso,REG (Non-Conf),L 57-76,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Paris Bass,https://www.sports-reference.com/cbb/players/paris-bass-2.html,north-dakota,2024-25
3,3,9,2024-12-07,North Dakota,@,Northern Colorado,REG (Non-Conf),L 47-65,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,Paris Bass,https://www.sports-reference.com/cbb/players/paris-bass-2.html,north-dakota,2024-25
4,4,11,2024-12-14,North Dakota,,Bethel (MN),REG (Non-Conf),W 62-42,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,Paris Bass,https://www.sports-reference.com/cbb/players/paris-bass-2.html,north-dakota,2024-25
5,5,13,2024-12-21,North Dakota,@,Wyoming,REG (Non-Conf),L 41-73,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Paris Bass,https://www.sports-reference.com/cbb/players/paris-bass-2.html,north-dakota,2024-25
