ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,67,1,2021-11-09,Central Connecticut State,@,Massachusetts,REG (Non-Conf),L 50-87,,8,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,2,2,0,-2.5,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
2,68,2,2021-11-13,Central Connecticut State,,Quinnipiac,REG (Non-Conf),L 50-79,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
3,69,3,2021-11-18,Central Connecticut State,@,Brown,REG (Non-Conf),W 67-60,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
4,70,4,2021-11-21,Central Connecticut State,,NJIT,REG (Non-Conf),L 63-67,,4,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
5,71,5,2021-11-24,Central Connecticut State,@,UMass Lowell,REG (Non-Conf),L 63-70,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1.0,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
6,72,6,2021-12-05,Central Connecticut State,@,Syracuse,REG (Non-Conf),L 65-116,,6,2,2,1.000,0,0,2,2,1.000,1.000,0,0,0,0,0,0,0,0,0,0,4,3.4,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
7,73,7,2021-12-14,Central Connecticut State,@,Rutgers,REG (Non-Conf),L 45-56,,10,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,0,1,1,0,0,-1.0,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
8,74,8,2021-12-17,Central Connecticut State,,Hartford,REG (Non-Conf),W 73-50,,11,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,1,0,0,1,2,0,-1.8,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
9,75,9,2021-12-21,Central Connecticut State,@,Albany (NY),REG (Non-Conf),L 52-65,,8,0,0,,0,0,0,0,,,0,0,1,0,1,0,0,0,0,2,0,-0.1,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
10,76,10,2021-12-29,Central Connecticut State,@,Bryant,REG (Conf),L 53-60,*,31,1,4,.250,0,0,1,4,.250,.250,0,0,2,3,5,0,1,1,4,3,2,-1.6,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
11,77,12,2022-01-15,Central Connecticut State,,LIU,REG (Conf),L 51-62,,9,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,1,1,0,0,0,0,2,2,1.2,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
12,78,13,2022-01-17,Central Connecticut State,,Sacred Heart,REG (Conf),L 56-63,,7,0,1,.000,0,0,0,1,.000,.000,0,0,0,1,1,0,0,0,2,1,0,-2.8,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
13,79,14,2022-01-21,Central Connecticut State,,Saint Francis (PA),REG (Conf),L 59-69,,4,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
14,80,15,2022-01-23,Central Connecticut State,,Mount St. Mary's,REG (Conf),L 60-71,,4,0,1,.000,0,0,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
15,81,16,2022-01-27,Central Connecticut State,@,LIU,REG (Conf),L 67-74,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
16,82,17,2022-01-30,Central Connecticut State,,Fairleigh Dickinson,REG (Conf),L 42-62,,9,0,0,,0,0,0,0,,,0,0,1,1,2,0,0,1,0,1,0,1.3,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
17,83,18,2022-02-03,Central Connecticut State,@,Wagner,REG (Conf),L 62-78,,8,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,3,0,-1.2,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
18,84,19,2022-02-05,Central Connecticut State,@,Fairleigh Dickinson,REG (Conf),L 35-72,,7,0,2,.000,0,0,0,2,.000,.000,0,0,0,0,0,0,1,0,0,1,0,-0.8,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
19,85,20,2022-02-11,Central Connecticut State,,Merrimack,REG (Conf),W 75-66,,4,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
20,86,21,2022-02-17,Central Connecticut State,,Bryant,REG (Conf),W 76-63,,17,2,2,1.000,0,0,2,2,1.000,1.000,0,0,0,1,1,0,0,0,0,1,4,3.3,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
21,87,22,2022-02-19,Central Connecticut State,,Wagner,REG (Conf),L 58-65,,15,2,2,1.000,0,0,2,2,1.000,1.000,0,0,4,2,6,0,0,0,0,2,4,6.0,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
22,88,23,2022-02-24,Central Connecticut State,@,Saint Francis (PA),REG (Conf),W 58-55,,14,0,0,,0,0,0,0,,,0,0,0,2,2,0,0,0,0,2,0,-0.2,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
23,89,24,2022-02-26,Central Connecticut State,@,Mount St. Mary's,REG (Conf),L 47-64,,6,0,1,.000,0,0,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
24,90,25,2022-03-03,Central Connecticut State,@,St. Francis Brooklyn,REG (Conf),L 62-71,,7,0,0,,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
25,91,26,2022-03-05,Central Connecticut State,@,Sacred Heart,CTOURN,L 58-62,,9,2,4,.500,0,0,2,4,.500,.500,0,0,1,1,2,0,0,0,0,1,4,2.6,Carly Reynolds,https://www.sports-reference.com/cbb/players/carly-reynolds-1.html,central-connecticut-state,2021-22
