ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,11,1,2021-11-09,Colorado State,,Colo. Christian,REG (Non-Conf),W 77-42,,10,2,5,.400,1,4,.250,1,1,1.000,.500,0,0,0,2,2,1,1,1,0,1,5,4.9,Makayla Hemingway,https://www.sports-reference.com/cbb/players/makayla-hemingway-1.html,colorado-state,2021-22
2,12,4,2021-11-18,Colorado State,@,Denver,REG (Non-Conf),W 67-43,,5,0,0,,0,0,,0,0,,,0,0,0,2,2,1,0,0,0,0,0,1.3,Makayla Hemingway,https://www.sports-reference.com/cbb/players/makayla-hemingway-1.html,colorado-state,2021-22
3,13,5,2021-11-21,Colorado State,,Lipscomb,REG (Non-Conf),W 81-55,,3,0,3,.000,0,1,.000,0,2,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-2.1,Makayla Hemingway,https://www.sports-reference.com/cbb/players/makayla-hemingway-1.html,colorado-state,2021-22
4,14,6,2021-11-28,Colorado State,,Louisville,REG (Non-Conf),L 56-71,,1,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Makayla Hemingway,https://www.sports-reference.com/cbb/players/makayla-hemingway-1.html,colorado-state,2021-22
5,15,9,2021-12-08,Colorado State,,Weber State,REG (Non-Conf),W 73-60,,5,0,0,,0,0,,0,0,,,0,0,0,0,0,0,1,0,2,0,0,-1.0,Makayla Hemingway,https://www.sports-reference.com/cbb/players/makayla-hemingway-1.html,colorado-state,2021-22
6,16,10,2021-12-12,Colorado State,,Colo St Pueblo,REG (Non-Conf),W 64-45,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Makayla Hemingway,https://www.sports-reference.com/cbb/players/makayla-hemingway-1.html,colorado-state,2021-22
7,17,11,2021-12-28,Colorado State,,Boise State,REG (Conf),W 81-77,,3,0,1,.000,0,0,,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Makayla Hemingway,https://www.sports-reference.com/cbb/players/makayla-hemingway-1.html,colorado-state,2021-22
8,18,13,2022-01-09,Colorado State,,San Jose State,REG (Conf),W 90-64,,2,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,1,0,0,0,0,0,0.0,Makayla Hemingway,https://www.sports-reference.com/cbb/players/makayla-hemingway-1.html,colorado-state,2021-22
9,19,14,2022-01-13,Colorado State,,Air Force,REG (Conf),L 52-77,,6,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,1,2,1.3,Makayla Hemingway,https://www.sports-reference.com/cbb/players/makayla-hemingway-1.html,colorado-state,2021-22
10,20,29,2022-03-06,Colorado State,,San Jose State,CTOURN,W 82-43,,4,0,1,.000,0,0,,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Makayla Hemingway,https://www.sports-reference.com/cbb/players/makayla-hemingway-1.html,colorado-state,2021-22
