ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2021-11-09,Murray State,,Asbury,REG (Non-Conf),W 79-40,,2,0,1,.000,0,1,.000,0,0,.000,0,0,,0,0,0,1,0,0,0,0,0,0.0,Demia Bess,https://www.sports-reference.com/cbb/players/demia-bess-1.html,murray-state,2021-22
2,2,3,2021-11-15,Murray State,,Cumberlands (KY),REG (Non-Conf),W 94-56,,4,0,0,,0,0,,0,0,,1,2,.500,0,0,0,1,0,0,0,0,1,1.3,Demia Bess,https://www.sports-reference.com/cbb/players/demia-bess-1.html,murray-state,2021-22
3,3,6,2021-11-27,Murray State,,Alabama A&M,REG (Non-Conf),W 66-40,,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Demia Bess,https://www.sports-reference.com/cbb/players/demia-bess-1.html,murray-state,2021-22
4,4,9,2021-12-15,Murray State,,North Alabama,REG (Non-Conf),W 74-60,,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Demia Bess,https://www.sports-reference.com/cbb/players/demia-bess-1.html,murray-state,2021-22
5,5,10,2021-12-18,Murray State,,Lipscomb,REG (Non-Conf),W 74-50,,2,0,1,.000,0,1,.000,0,0,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Demia Bess,https://www.sports-reference.com/cbb/players/demia-bess-1.html,murray-state,2021-22
6,6,12,2021-12-30,Murray State,,Southeast Missouri State,REG (Conf),W 82-58,,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Demia Bess,https://www.sports-reference.com/cbb/players/demia-bess-1.html,murray-state,2021-22
7,7,21,2022-01-29,Murray State,,Morehead State,REG (Conf),W 79-44,,2,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1,0.6,Demia Bess,https://www.sports-reference.com/cbb/players/demia-bess-1.html,murray-state,2021-22
